MaSP,TenSP,MoTaSP,SoLuongTonKho,LoaiSP,GiaSP
S1186,Kep Toc 622,San Pham Tot,286,Hoa Sinh Nhat,317489
S1187,Hoa Cuc 871,San Pham Tot,866,Quan Tang,819566
S1188,Ao Khoac 775,San Pham Tot,168,Quan Tang,849547
S1189,Hoa Dam But 557,San Pham Tot,146,Hoa Sinh Nhat,204640
S1190,Kep Toc 684,San Pham Tot,401,Quan Tang,741209
S1191,Hoa Lan 656,San Pham Tot,321,Quan Tang,910791
S1192,Nuoc Hoa 922,San Pham Tot,762,Hoa Sinh Nhat,753947
S1193,Hoa Hong 914,San Pham Tot,382,Quan Tang,494964
S1194,Mascara 886,San Pham Tot,173,Quan Tang,651525
S1195,Hoa Tulip 539,San Pham Tot,404,Hoa Sinh Nhat,239134
S1196,Mascara 744,San Pham Tot,824,Quan Tang,518912
S1197,Hoa Lan 591,San Pham Tot,576,Quan Tang,202954
S1198,Nuoc Hoa 685,San Pham Tot,409,Hoa Sinh Nhat,488619
S1199,Hoa Dam But 719,San Pham Tot,907,Quan Tang,671812
S1200,Nuoc Hoa 769,San Pham Tot,146,Quan Tang,302882
S1201,Hoa Hue 881,San Pham Tot,710,Hoa Sinh Nhat,535516
S1202,Kep Toc 590,San Pham Tot,321,Quan Tang,671935
S1203,Hoa Hong 623,San Pham Tot,189,Quan Tang,491308
S1204,Nuoc Hoa 596,San Pham Tot,573,Hoa Sinh Nhat,924468
S1205,Hoa Mai 586,San Pham Tot,770,Quan Tang,321960
S1206,Kep Toc 878,San Pham Tot,214,Quan Tang,216580
S1207,Hoa Huong Duong 793,San Pham Tot,416,Hoa Sinh Nhat,866823
S1208,Ao Khoac 840,San Pham Tot,751,Quan Tang,712176
S1209,Hoa Lan 604,San Pham Tot,354,Quan Tang,894511
S1210,Ao Khoac 876,San Pham Tot,238,Hoa Sinh Nhat,993637
S1211,Hoa Hong 576,San Pham Tot,995,Quan Tang,313084
S1212,Nuoc Hoa 650,San Pham Tot,173,Quan Tang,206793
S1213,Hoa Anh Dao 881,San Pham Tot,359,Hoa Sinh Nhat,377114
S1214,Son Moi 964,San Pham Tot,191,Quan Tang,919573
S1215,Hoa Huong Duong 831,San Pham Tot,955,Quan Tang,908390
S1216,Kep Toc 642,San Pham Tot,173,Hoa Sinh Nhat,839157
S1217,Hoa Tigon 626,San Pham Tot,569,Quan Tang,305353
S1218,Son Moi 928,San Pham Tot,867,Quan Tang,358284
S1219,Hoa Anh Dao 672,San Pham Tot,982,Hoa Sinh Nhat,233096
S1220,Ao Khoac 537,San Pham Tot,486,Quan Tang,328164
S1221,Hoa Hong 513,San Pham Tot,746,Quan Tang,742660
S1222,Ao Khoac 772,San Pham Tot,343,Hoa Sinh Nhat,349773
S1223,Hoa Lan 636,San Pham Tot,547,Quan Tang,681999
S1224,Gau Bong 528,San Pham Tot,306,Quan Tang,214139
S1225,Hoa Mai 502,San Pham Tot,186,Hoa Sinh Nhat,755177
S1226,Son Moi 964,San Pham Tot,733,Quan Tang,806926
S1227,Hoa Tulip 841,San Pham Tot,693,Quan Tang,720740
S1228,Mascara 604,San Pham Tot,509,Hoa Sinh Nhat,579230
S1229,Hoa Tulip 626,San Pham Tot,594,Quan Tang,785592
S1230,Ao Khoac 650,San Pham Tot,577,Quan Tang,871197
S1231,Hoa Tigon 808,San Pham Tot,401,Hoa Sinh Nhat,806805
S1232,Gau Bong 974,San Pham Tot,812,Quan Tang,874717
S1233,Hoa Lan 955,San Pham Tot,160,Quan Tang,973538
S1234,Gau Bong 670,San Pham Tot,134,Hoa Sinh Nhat,243226
S1235,Hoa Mai 659,San Pham Tot,340,Quan Tang,635302
S1236,Son Moi 926,San Pham Tot,450,Quan Tang,478169
S1237,Hoa Mai 682,San Pham Tot,416,Hoa Sinh Nhat,747208
S1238,Ao Khoac 821,San Pham Tot,102,Quan Tang,951924
S1239,Hoa Huong Duong 967,San Pham Tot,797,Quan Tang,643172
S1240,Gau Bong 916,San Pham Tot,754,Hoa Sinh Nhat,408778
S1241,Hoa Anh Dao 560,San Pham Tot,805,Quan Tang,229874
S1242,Kep Toc 646,San Pham Tot,675,Quan Tang,401718
S1243,Hoa Mai 770,San Pham Tot,644,Hoa Sinh Nhat,784460
S1244,Kep Toc 556,San Pham Tot,377,Quan Tang,762712
S1245,Hoa Anh Dao 581,San Pham Tot,380,Quan Tang,665958
S1246,Son Moi 639,San Pham Tot,875,Hoa Sinh Nhat,404118
S1247,Hoa Dam But 813,San Pham Tot,541,Quan Tang,458679
S1248,Ao Khoac 539,San Pham Tot,157,Quan Tang,320168
S1249,Hoa Anh Dao 994,San Pham Tot,271,Hoa Sinh Nhat,631770
S1250,Gau Bong 945,San Pham Tot,654,Quan Tang,282584
S1251,Hoa Tulip 875,San Pham Tot,945,Quan Tang,850089
S1252,Kep Toc 945,San Pham Tot,410,Hoa Sinh Nhat,857467
S1253,Hoa Hue 635,San Pham Tot,764,Quan Tang,360189
S1254,Son Moi 600,San Pham Tot,801,Quan Tang,599121
S1255,Hoa Lan 869,San Pham Tot,597,Hoa Sinh Nhat,590676
S1256,Kep Toc 906,San Pham Tot,886,Quan Tang,616540
S1257,Hoa Lan 830,San Pham Tot,404,Quan Tang,342212
S1258,Son Moi 518,San Pham Tot,350,Hoa Sinh Nhat,720740
S1259,Hoa Tulip 830,San Pham Tot,162,Quan Tang,807669
S1260,Ao Khoac 655,San Pham Tot,347,Quan Tang,536304
S1261,Hoa Huong Duong 867,San Pham Tot,243,Hoa Sinh Nhat,299996
S1262,Mascara 713,San Pham Tot,827,Quan Tang,257022
S1263,Hoa Anh Dao 931,San Pham Tot,731,Quan Tang,478402
S1264,Nuoc Hoa 988,San Pham Tot,374,Hoa Sinh Nhat,911656
S1265,Hoa Mai 973,San Pham Tot,961,Quan Tang,200128
S1266,Gau Bong 718,San Pham Tot,998,Quan Tang,895884
S1267,Hoa Hue 947,San Pham Tot,346,Hoa Sinh Nhat,649811
S1268,Mascara 857,San Pham Tot,257,Quan Tang,422281
S1269,Hoa Anh Dao 763,San Pham Tot,457,Quan Tang,394047
S1270,Gau Bong 864,San Pham Tot,524,Hoa Sinh Nhat,650271
S1271,Hoa Huong Duong 800,San Pham Tot,649,Quan Tang,763266
S1272,Nuoc Hoa 862,San Pham Tot,855,Quan Tang,693020
S1273,Hoa Dam But 625,San Pham Tot,842,Hoa Sinh Nhat,617230
S1274,Son Moi 509,San Pham Tot,737,Quan Tang,204380
S1275,Hoa Hue 868,San Pham Tot,599,Quan Tang,847038
S1276,Son Moi 512,San Pham Tot,729,Hoa Sinh Nhat,538912
S1277,Hoa Hong 517,San Pham Tot,891,Quan Tang,867184
S1278,Kep Toc 735,San Pham Tot,256,Quan Tang,787141
S1279,Hoa Tulip 1000,San Pham Tot,145,Hoa Sinh Nhat,910374
S1280,Nuoc Hoa 761,San Pham Tot,481,Quan Tang,406056
S1281,Hoa Tulip 665,San Pham Tot,106,Quan Tang,265256
S1282,Gau Bong 971,San Pham Tot,864,Hoa Sinh Nhat,512398
S1283,Hoa Hong 501,San Pham Tot,190,Quan Tang,841729
S1284,Son Moi 824,San Pham Tot,810,Quan Tang,990620
S1285,Hoa Dam But 789,San Pham Tot,600,Hoa Sinh Nhat,247241
S1286,Ao Khoac 994,San Pham Tot,334,Quan Tang,680522
S1287,Hoa Lan 853,San Pham Tot,790,Quan Tang,262120
S1288,Gau Bong 503,San Pham Tot,139,Hoa Sinh Nhat,658581
S1289,Hoa Huong Duong 896,San Pham Tot,102,Quan Tang,373220
S1290,Mascara 977,San Pham Tot,610,Quan Tang,511693
S1291,Hoa Mai 949,San Pham Tot,469,Hoa Sinh Nhat,648865
S1292,Gau Bong 899,San Pham Tot,592,Quan Tang,447230
S1293,Hoa Mai 584,San Pham Tot,476,Quan Tang,480672
S1294,Son Moi 763,San Pham Tot,402,Hoa Sinh Nhat,748175
S1295,Hoa Hue 802,San Pham Tot,486,Quan Tang,392401
S1296,Kep Toc 530,San Pham Tot,807,Quan Tang,957794
S1297,Hoa Lan 968,San Pham Tot,953,Hoa Sinh Nhat,737368
S1298,Nuoc Hoa 852,San Pham Tot,899,Quan Tang,419538
S1299,Hoa Tigon 840,San Pham Tot,573,Quan Tang,777263
S1300,Nuoc Hoa 863,San Pham Tot,243,Hoa Sinh Nhat,263669
S1301,Hoa Huong Duong 822,San Pham Tot,501,Quan Tang,717276
S1302,Nuoc Hoa 670,San Pham Tot,399,Quan Tang,266598
S1303,Hoa Dam But 717,San Pham Tot,173,Hoa Sinh Nhat,420930
S1304,Mascara 664,San Pham Tot,586,Quan Tang,849003
S1305,Hoa Mai 960,San Pham Tot,961,Quan Tang,595579
S1306,Mascara 789,San Pham Tot,335,Hoa Sinh Nhat,770507
S1307,Hoa Dam But 930,San Pham Tot,205,Quan Tang,615388
S1308,Ao Khoac 824,San Pham Tot,713,Quan Tang,491457
S1309,Hoa Anh Dao 878,San Pham Tot,853,Hoa Sinh Nhat,622018
S1310,Ao Khoac 586,San Pham Tot,751,Quan Tang,319679
S1311,Hoa Huong Duong 697,San Pham Tot,993,Quan Tang,579930
S1312,Nuoc Hoa 559,San Pham Tot,302,Hoa Sinh Nhat,263790
S1313,Hoa Hue 613,San Pham Tot,755,Quan Tang,657520
S1314,Mascara 904,San Pham Tot,459,Quan Tang,896288
S1315,Hoa Hue 895,San Pham Tot,600,Hoa Sinh Nhat,709276
S1316,Kep Toc 908,San Pham Tot,232,Quan Tang,955574
S1317,Hoa Hue 765,San Pham Tot,965,Quan Tang,979959
S1318,Gau Bong 696,San Pham Tot,398,Hoa Sinh Nhat,442964
S1319,Hoa Tulip 512,San Pham Tot,982,Quan Tang,651962
S1320,Nuoc Hoa 753,San Pham Tot,663,Quan Tang,576535
S1321,Hoa Anh Dao 522,San Pham Tot,999,Hoa Sinh Nhat,525799
S1322,Gau Bong 526,San Pham Tot,285,Quan Tang,812224
S1323,Hoa Tulip 545,San Pham Tot,569,Quan Tang,249893
S1324,Ao Khoac 760,San Pham Tot,418,Hoa Sinh Nhat,299020
S1325,Hoa Dam But 723,San Pham Tot,426,Quan Tang,864825
S1326,Gau Bong 967,San Pham Tot,314,Quan Tang,299836
S1327,Hoa Cuc 563,San Pham Tot,529,Hoa Sinh Nhat,204354
S1328,Son Moi 820,San Pham Tot,685,Quan Tang,771230
S1329,Hoa Lan 861,San Pham Tot,911,Quan Tang,757848
S1330,Nuoc Hoa 800,San Pham Tot,403,Hoa Sinh Nhat,648522
S1331,Hoa Hong 734,San Pham Tot,684,Quan Tang,590089
S1332,Ao Khoac 666,San Pham Tot,574,Quan Tang,408440
S1333,Hoa Anh Dao 504,San Pham Tot,534,Hoa Sinh Nhat,894370
S1334,Mascara 649,San Pham Tot,524,Quan Tang,944690
S1335,Hoa Hong 832,San Pham Tot,311,Quan Tang,268333
S1336,Kep Toc 757,San Pham Tot,564,Hoa Sinh Nhat,691567
S1337,Hoa Hong 620,San Pham Tot,213,Quan Tang,518224
S1338,Mascara 516,San Pham Tot,249,Quan Tang,933222
S1339,Hoa Lan 790,San Pham Tot,684,Hoa Sinh Nhat,905288
S1340,Kep Toc 701,San Pham Tot,320,Quan Tang,459169
S1341,Hoa Mai 703,San Pham Tot,604,Quan Tang,399423
S1342,Mascara 600,San Pham Tot,250,Hoa Sinh Nhat,764152
S1343,Hoa Anh Dao 973,San Pham Tot,948,Quan Tang,992416
S1344,Ao Khoac 825,San Pham Tot,621,Quan Tang,953254
S1345,Hoa Anh Dao 597,San Pham Tot,727,Hoa Sinh Nhat,533786
S1346,Nuoc Hoa 948,San Pham Tot,728,Quan Tang,251406
S1347,Hoa Tigon 652,San Pham Tot,539,Quan Tang,785023
S1348,Kep Toc 865,San Pham Tot,152,Hoa Sinh Nhat,538499
S1349,Hoa Dam But 561,San Pham Tot,514,Quan Tang,658331
S1350,Nuoc Hoa 551,San Pham Tot,634,Quan Tang,909852
S1351,Hoa Tulip 917,San Pham Tot,190,Hoa Sinh Nhat,989271
S1352,Nuoc Hoa 877,San Pham Tot,698,Quan Tang,211823
S1353,Hoa Huong Duong 778,San Pham Tot,891,Quan Tang,337847
S1354,Kep Toc 607,San Pham Tot,355,Hoa Sinh Nhat,545653
S1355,Hoa Anh Dao 580,San Pham Tot,377,Quan Tang,412282
S1356,Kep Toc 620,San Pham Tot,715,Quan Tang,483942
S1357,Hoa Lan 963,San Pham Tot,508,Hoa Sinh Nhat,801439
S1358,Gau Bong 731,San Pham Tot,507,Quan Tang,759273
S1359,Hoa Tigon 811,San Pham Tot,763,Quan Tang,320459
S1360,Ao Khoac 814,San Pham Tot,718,Hoa Sinh Nhat,441739
S1361,Hoa Hong 745,San Pham Tot,926,Quan Tang,894102
S1362,Son Moi 545,San Pham Tot,551,Quan Tang,386142
S1363,Hoa Tigon 835,San Pham Tot,993,Hoa Sinh Nhat,706105
S1364,Ao Khoac 522,San Pham Tot,199,Quan Tang,740422
S1365,Hoa Dam But 910,San Pham Tot,588,Quan Tang,811922
S1366,Kep Toc 856,San Pham Tot,592,Hoa Sinh Nhat,692550
S1367,Hoa Dam But 901,San Pham Tot,497,Quan Tang,531123
S1368,Gau Bong 741,San Pham Tot,680,Quan Tang,991541
S1369,Hoa Cuc 720,San Pham Tot,348,Hoa Sinh Nhat,614563
S1370,Son Moi 577,San Pham Tot,755,Quan Tang,476863
S1371,Hoa Huong Duong 910,San Pham Tot,546,Quan Tang,456087
S1372,Ao Khoac 937,San Pham Tot,245,Hoa Sinh Nhat,614979
S1373,Hoa Lan 561,San Pham Tot,370,Quan Tang,816881
S1374,Son Moi 736,San Pham Tot,351,Quan Tang,988762
S1375,Hoa Anh Dao 518,San Pham Tot,976,Hoa Sinh Nhat,742555
S1376,Kep Toc 859,San Pham Tot,644,Quan Tang,694160
S1377,Hoa Hong 606,San Pham Tot,492,Quan Tang,320280
S1378,Nuoc Hoa 715,San Pham Tot,725,Hoa Sinh Nhat,759458
S1379,Hoa Mai 749,San Pham Tot,267,Quan Tang,669615
S1380,Mascara 963,San Pham Tot,480,Quan Tang,502668
S1381,Hoa Hong 773,San Pham Tot,997,Hoa Sinh Nhat,690854
S1382,Gau Bong 652,San Pham Tot,208,Quan Tang,974192
S1383,Hoa Huong Duong 918,San Pham Tot,446,Quan Tang,447293
S1384,Mascara 988,San Pham Tot,934,Hoa Sinh Nhat,391175
S1385,Hoa Mai 613,San Pham Tot,430,Quan Tang,797716
S1386,Nuoc Hoa 619,San Pham Tot,838,Quan Tang,964377
S1387,Hoa Lan 915,San Pham Tot,810,Hoa Sinh Nhat,235425
S1388,Kep Toc 712,San Pham Tot,243,Quan Tang,566158
S1389,Hoa Cuc 762,San Pham Tot,730,Quan Tang,316633
S1390,Son Moi 541,San Pham Tot,443,Hoa Sinh Nhat,733002
S1391,Hoa Dam But 616,San Pham Tot,220,Quan Tang,959951
S1392,Mascara 565,San Pham Tot,497,Quan Tang,655245
S1393,Hoa Hong 666,San Pham Tot,259,Hoa Sinh Nhat,932138
S1394,Kep Toc 555,San Pham Tot,473,Quan Tang,728405
S1395,Hoa Tulip 744,San Pham Tot,889,Quan Tang,956650
S1396,Nuoc Hoa 648,San Pham Tot,232,Hoa Sinh Nhat,442740
S1397,Hoa Anh Dao 955,San Pham Tot,851,Quan Tang,299337
S1398,Gau Bong 938,San Pham Tot,649,Quan Tang,773590
S1399,Hoa Tulip 608,San Pham Tot,753,Hoa Sinh Nhat,788636
S1400,Ao Khoac 955,San Pham Tot,102,Quan Tang,969378
S1401,Hoa Anh Dao 971,San Pham Tot,450,Quan Tang,984195
S1402,Son Moi 994,San Pham Tot,121,Hoa Sinh Nhat,660491
S1403,Hoa Anh Dao 593,San Pham Tot,305,Quan Tang,664453
S1404,Kep Toc 716,San Pham Tot,957,Quan Tang,783974
S1405,Hoa Mai 555,San Pham Tot,474,Hoa Sinh Nhat,671763
S1406,Kep Toc 911,San Pham Tot,196,Quan Tang,737138
S1407,Hoa Hong 645,San Pham Tot,520,Quan Tang,464649
S1408,Son Moi 611,San Pham Tot,975,Hoa Sinh Nhat,846103
S1409,Hoa Lan 709,San Pham Tot,1000,Quan Tang,883626
S1410,Nuoc Hoa 867,San Pham Tot,351,Quan Tang,425278
S1411,Hoa Cuc 627,San Pham Tot,471,Hoa Sinh Nhat,764913
S1412,Gau Bong 966,San Pham Tot,153,Quan Tang,861922
S1413,Hoa Hong 578,San Pham Tot,838,Quan Tang,259611
S1414,Nuoc Hoa 962,San Pham Tot,503,Hoa Sinh Nhat,286487
S1415,Hoa Tigon 558,San Pham Tot,874,Quan Tang,602454
S1416,Gau Bong 729,San Pham Tot,247,Quan Tang,453108
S1417,Hoa Tigon 540,San Pham Tot,319,Hoa Sinh Nhat,447735
S1418,Nuoc Hoa 919,San Pham Tot,825,Quan Tang,636818
S1419,Hoa Tigon 694,San Pham Tot,258,Quan Tang,733671
S1420,Nuoc Hoa 978,San Pham Tot,670,Hoa Sinh Nhat,480479
S1421,Hoa Cuc 822,San Pham Tot,839,Quan Tang,933190
S1422,Son Moi 932,San Pham Tot,144,Quan Tang,438837
S1423,Hoa Anh Dao 659,San Pham Tot,187,Hoa Sinh Nhat,528182
S1424,Gau Bong 801,San Pham Tot,255,Quan Tang,952555
S1425,Hoa Hue 678,San Pham Tot,702,Quan Tang,328240
S1426,Gau Bong 680,San Pham Tot,698,Hoa Sinh Nhat,204856
S1427,Hoa Cuc 784,San Pham Tot,704,Quan Tang,793088
S1428,Nuoc Hoa 931,San Pham Tot,541,Quan Tang,854046
S1429,Hoa Cuc 596,San Pham Tot,180,Hoa Sinh Nhat,885016
S1430,Nuoc Hoa 959,San Pham Tot,247,Quan Tang,205983
S1431,Hoa Lan 816,San Pham Tot,818,Quan Tang,277521
S1432,Nuoc Hoa 907,San Pham Tot,830,Hoa Sinh Nhat,342323
S1433,Hoa Huong Duong 882,San Pham Tot,201,Quan Tang,811919
S1434,Nuoc Hoa 547,San Pham Tot,588,Quan Tang,438205
S1435,Hoa Mai 997,San Pham Tot,261,Hoa Sinh Nhat,245591
S1436,Gau Bong 791,San Pham Tot,679,Quan Tang,364743
S1437,Hoa Tigon 569,San Pham Tot,212,Quan Tang,607557
S1438,Kep Toc 847,San Pham Tot,230,Hoa Sinh Nhat,340300
S1439,Hoa Mai 746,San Pham Tot,808,Quan Tang,691159
S1440,Kep Toc 665,San Pham Tot,545,Quan Tang,906006
S1441,Hoa Lan 720,San Pham Tot,391,Hoa Sinh Nhat,261811
S1442,Gau Bong 513,San Pham Tot,929,Quan Tang,554084
S1443,Hoa Tulip 594,San Pham Tot,349,Quan Tang,543060
S1444,Nuoc Hoa 641,San Pham Tot,142,Hoa Sinh Nhat,615929
S1445,Hoa Tigon 999,San Pham Tot,670,Quan Tang,892494
S1446,Kep Toc 783,San Pham Tot,625,Quan Tang,988288
S1447,Hoa Mai 552,San Pham Tot,892,Hoa Sinh Nhat,532564
S1448,Ao Khoac 560,San Pham Tot,121,Quan Tang,530579
S1449,Hoa Mai 757,San Pham Tot,279,Quan Tang,378921
S1450,Mascara 591,San Pham Tot,863,Hoa Sinh Nhat,726038
S1451,Hoa Dam But 522,San Pham Tot,912,Quan Tang,542317
S1452,Ao Khoac 531,San Pham Tot,932,Quan Tang,852255
S1453,Hoa Tigon 545,San Pham Tot,972,Hoa Sinh Nhat,765850
S1454,Mascara 897,San Pham Tot,564,Quan Tang,327944
S1455,Hoa Tigon 950,San Pham Tot,169,Quan Tang,820612
S1456,Gau Bong 883,San Pham Tot,452,Hoa Sinh Nhat,438630
S1457,Hoa Tigon 834,San Pham Tot,518,Quan Tang,342921
S1458,Mascara 846,San Pham Tot,146,Quan Tang,778668
S1459,Hoa Hong 550,San Pham Tot,560,Hoa Sinh Nhat,597793
S1460,Kep Toc 993,San Pham Tot,423,Quan Tang,834959
S1461,Hoa Hong 615,San Pham Tot,742,Quan Tang,477457
S1462,Gau Bong 737,San Pham Tot,257,Hoa Sinh Nhat,259670
S1463,Hoa Hue 828,San Pham Tot,394,Quan Tang,222723
S1464,Mascara 945,San Pham Tot,198,Quan Tang,367944
S1465,Hoa Anh Dao 545,San Pham Tot,983,Hoa Sinh Nhat,556518
S1466,Nuoc Hoa 661,San Pham Tot,775,Quan Tang,803207
S1467,Hoa Huong Duong 550,San Pham Tot,182,Quan Tang,231009
S1468,Kep Toc 569,San Pham Tot,954,Hoa Sinh Nhat,560109
S1469,Hoa Cuc 674,San Pham Tot,728,Quan Tang,706242
S1470,Gau Bong 884,San Pham Tot,722,Quan Tang,787461
S1471,Hoa Anh Dao 704,San Pham Tot,636,Hoa Sinh Nhat,846600
S1472,Ao Khoac 539,San Pham Tot,420,Quan Tang,930856
S1473,Hoa Anh Dao 956,San Pham Tot,252,Quan Tang,720384
S1474,Mascara 977,San Pham Tot,571,Hoa Sinh Nhat,843195
S1475,Hoa Tulip 742,San Pham Tot,723,Quan Tang,982890
S1476,Gau Bong 851,San Pham Tot,157,Quan Tang,596953
S1477,Hoa Anh Dao 810,San Pham Tot,626,Hoa Sinh Nhat,739470
S1478,Son Moi 526,San Pham Tot,708,Quan Tang,320689
S1479,Hoa Hong 970,San Pham Tot,569,Quan Tang,229530
S1480,Mascara 808,San Pham Tot,799,Hoa Sinh Nhat,252366
S1481,Hoa Tigon 870,San Pham Tot,348,Quan Tang,408069
S1482,Mascara 800,San Pham Tot,195,Quan Tang,918642
S1483,Hoa Dam But 830,San Pham Tot,827,Hoa Sinh Nhat,270113
S1484,Nuoc Hoa 510,San Pham Tot,363,Quan Tang,920349
S1485,Hoa Cuc 992,San Pham Tot,288,Quan Tang,680344
S1486,Nuoc Hoa 765,San Pham Tot,548,Hoa Sinh Nhat,332066
S1487,Hoa Huong Duong 679,San Pham Tot,428,Quan Tang,210336
S1488,Gau Bong 661,San Pham Tot,803,Quan Tang,445126
S1489,Hoa Hue 677,San Pham Tot,142,Hoa Sinh Nhat,296085
S1490,Kep Toc 621,San Pham Tot,304,Quan Tang,891115
S1491,Hoa Lan 543,San Pham Tot,405,Quan Tang,409628
S1492,Kep Toc 537,San Pham Tot,382,Hoa Sinh Nhat,253901
S1493,Hoa Anh Dao 870,San Pham Tot,696,Quan Tang,535226
S1494,Mascara 834,San Pham Tot,973,Quan Tang,203233
S1495,Hoa Dam But 767,San Pham Tot,388,Hoa Sinh Nhat,789809
S1496,Nuoc Hoa 756,San Pham Tot,787,Quan Tang,596849
S1497,Hoa Cuc 934,San Pham Tot,518,Quan Tang,449377
S1498,Kep Toc 634,San Pham Tot,860,Hoa Sinh Nhat,607403
S1499,Hoa Cuc 544,San Pham Tot,626,Quan Tang,645442
S1500,Nuoc Hoa 653,San Pham Tot,525,Quan Tang,214288
S1501,Hoa Cuc 551,San Pham Tot,825,Hoa Sinh Nhat,438054
S1502,Kep Toc 655,San Pham Tot,775,Quan Tang,344546
S1503,Hoa Tigon 754,San Pham Tot,796,Quan Tang,830374
S1504,Son Moi 690,San Pham Tot,199,Hoa Sinh Nhat,756853
S1505,Hoa Mai 543,San Pham Tot,285,Quan Tang,442556
S1506,Ao Khoac 862,San Pham Tot,515,Quan Tang,382685
S1507,Hoa Tulip 532,San Pham Tot,168,Hoa Sinh Nhat,373565
S1508,Ao Khoac 705,San Pham Tot,888,Quan Tang,561051
S1509,Hoa Tulip 869,San Pham Tot,202,Quan Tang,317658
S1510,Gau Bong 832,San Pham Tot,704,Hoa Sinh Nhat,624429
S1511,Hoa Hong 937,San Pham Tot,782,Quan Tang,526932
S1512,Nuoc Hoa 722,San Pham Tot,616,Quan Tang,878364
S1513,Hoa Tulip 797,San Pham Tot,131,Hoa Sinh Nhat,600973
S1514,Son Moi 605,San Pham Tot,749,Quan Tang,898461
S1515,Hoa Tulip 520,San Pham Tot,233,Quan Tang,856054
S1516,Son Moi 687,San Pham Tot,955,Hoa Sinh Nhat,257021
S1517,Hoa Dam But 531,San Pham Tot,646,Quan Tang,236875
S1518,Kep Toc 759,San Pham Tot,967,Quan Tang,636234
S1519,Hoa Lan 991,San Pham Tot,652,Hoa Sinh Nhat,702660
S1520,Nuoc Hoa 514,San Pham Tot,691,Quan Tang,891139
S1521,Hoa Anh Dao 509,San Pham Tot,598,Quan Tang,467682
S1522,Son Moi 927,San Pham Tot,165,Hoa Sinh Nhat,771705
S1523,Hoa Hong 816,San Pham Tot,666,Quan Tang,615031
S1524,Ao Khoac 926,San Pham Tot,225,Quan Tang,232202
S1525,Hoa Cuc 874,San Pham Tot,638,Hoa Sinh Nhat,343498
S1526,Gau Bong 700,San Pham Tot,630,Quan Tang,450553
S1527,Hoa Hue 760,San Pham Tot,328,Quan Tang,225147
S1528,Kep Toc 957,San Pham Tot,603,Hoa Sinh Nhat,740359
S1529,Hoa Lan 770,San Pham Tot,958,Quan Tang,757903
S1530,Son Moi 783,San Pham Tot,104,Quan Tang,351338
S1531,Hoa Dam But 989,San Pham Tot,308,Hoa Sinh Nhat,943813
S1532,Ao Khoac 547,San Pham Tot,246,Quan Tang,521124
S1533,Hoa Anh Dao 501,San Pham Tot,193,Quan Tang,893430
S1534,Son Moi 829,San Pham Tot,247,Hoa Sinh Nhat,955772
S1535,Hoa Hue 796,San Pham Tot,101,Quan Tang,391599
S1536,Ao Khoac 925,San Pham Tot,860,Quan Tang,254815
S1537,Hoa Tulip 613,San Pham Tot,329,Hoa Sinh Nhat,931219
S1538,Nuoc Hoa 999,San Pham Tot,328,Quan Tang,744818
S1539,Hoa Lan 623,San Pham Tot,555,Quan Tang,926289
S1540,Gau Bong 647,San Pham Tot,559,Hoa Sinh Nhat,810110
S1541,Hoa Anh Dao 936,San Pham Tot,348,Quan Tang,414509
S1542,Ao Khoac 767,San Pham Tot,981,Quan Tang,255577
S1543,Hoa Mai 785,San Pham Tot,698,Hoa Sinh Nhat,452196
S1544,Son Moi 800,San Pham Tot,883,Quan Tang,504594
S1545,Hoa Hong 703,San Pham Tot,363,Quan Tang,966580
S1546,Ao Khoac 505,San Pham Tot,947,Hoa Sinh Nhat,220525
S1547,Hoa Hong 785,San Pham Tot,803,Quan Tang,998759
S1548,Nuoc Hoa 740,San Pham Tot,840,Quan Tang,909065
S1549,Hoa Anh Dao 951,San Pham Tot,626,Hoa Sinh Nhat,638820
S1550,Mascara 534,San Pham Tot,793,Quan Tang,250640
S1551,Hoa Cuc 975,San Pham Tot,416,Quan Tang,357503
S1552,Ao Khoac 815,San Pham Tot,844,Hoa Sinh Nhat,996123
S1553,Hoa Anh Dao 904,San Pham Tot,801,Quan Tang,245555
S1554,Gau Bong 849,San Pham Tot,725,Quan Tang,474410
S1555,Hoa Hong 551,San Pham Tot,992,Hoa Sinh Nhat,638542
S1556,Nuoc Hoa 639,San Pham Tot,432,Quan Tang,294988
S1557,Hoa Anh Dao 794,San Pham Tot,700,Quan Tang,240677
S1558,Son Moi 855,San Pham Tot,236,Hoa Sinh Nhat,911873
S1559,Hoa Anh Dao 673,San Pham Tot,681,Quan Tang,977649
S1560,Mascara 698,San Pham Tot,177,Quan Tang,956983
S1561,Hoa Cuc 605,San Pham Tot,568,Hoa Sinh Nhat,919793
S1562,Son Moi 508,San Pham Tot,991,Quan Tang,228348
S1563,Hoa Mai 916,San Pham Tot,202,Quan Tang,611261
S1564,Kep Toc 607,San Pham Tot,703,Hoa Sinh Nhat,580718
S1565,Hoa Hong 502,San Pham Tot,156,Quan Tang,375346
S1566,Gau Bong 937,San Pham Tot,296,Quan Tang,802382
S1567,Hoa Mai 558,San Pham Tot,389,Hoa Sinh Nhat,948511
S1568,Gau Bong 972,San Pham Tot,839,Quan Tang,293006
S1569,Hoa Hong 702,San Pham Tot,144,Quan Tang,813187
S1570,Son Moi 726,San Pham Tot,173,Hoa Sinh Nhat,617131
